id,translatable_id,name,text,locale
138,138,5.372,"Stanicím radioastronomické služby, využívajícím pásmo 1610,6 až 1613,8 MHz, nesmí být působeno škodlivé rušení stanicemi družicové služby rádiového určování a družicové pohyblivé služby (platí ustanovení č. 29.13 Řádu",cs
139,139,5.374,"Pohyblivé pozemské stanice v družicové pohyblivé službě, provozované v pásmech 1631,5-1634,5 MHz a 1656,5-1660 MHz, nesmí působit škodlivé rušení stanicím pevné služby, provozovaným v zemích vyjmenovaných v poznámce č. 5.359 Řádu. ",cs
140,140,5.375,"Využívání pásma 1645,5-1646,5 MHz družicovou pohyblivou službou (vzestupný směr) a mezidružicovými spoji je omezeno na tísňové a bezpečnostní komunikace (viz Článek 31 Řádu). ",cs
141,141,5.376,"V pásmu 1646,5-1656,5 MHz jsou navíc povolena vysílání v letecké pohyblivé (R) službě z letadlových stanic přímo k leteckým zemským stanicím nebo mezi letadlovými stanicemi navzájem, slouží-li k rozšíření nebo doplnění spojů od letadel k družicím. ",cs
142,142,5.376A,"Pohyblivé pozemské stanice provozované v pásmu 1660-1660,5 MHz nesmí působit škodlivé rušení stanicím v radioastronomické službě. ",cs
143,143,5.379A,"Správy se naléhavě žádají, aby v pásmu 1660,5-1668,4 MHz poskytovaly veškerou uskutečnitelnou ochranu budoucímu radioastronomickému výzkumu zejména tím, že pomocné meteorologické službě v pásmu 1664,4-1668,4 MHz co možná nejdříve zruší vysílání ve směru ovzduší-Země. ",cs
144,144,5.379B,"Využívání pásma 1668-1675 MHz družicovou pohyblivou službou podléhá koordinaci podle ustanovení č. 9.11A Řádu. V pásmu 1668-1668,4 MHz platí Rezoluce 904. ",cs
145,145,5.379C,"Za účelem ochrany radioastronomické služby v pásmu 1668-1670 MHz nesmí souhrnné hodnoty hustot výkonového toku působených pohyblivými pozemskými stanicemi v sítích v družicové pohyblivé službě, provozovanými v tomto pásmu, po více než 2 % integračních period, trvajících 2000 s, překročit 181 dB(W/m2) v pásmu širokém 10 MHz a 194 dB(W/m2) v kterémkoli pásmu širokém 20 kHz na žádné radioastronomické stanici zapsané v Základní mezinárodní kmitočtové kartotéce (MIFR). ",cs
146,146,5.379D,"Pro sdílení pásma 1668,4 1675 MHz družicovou pohyblivou službou a službami pevnou a pohyblivou platí Rezoluce 744. ",cs
147,147,5.380A,"V pásmu 1670-1675 MHz nesmějí stanice v družicové pohyblivé službě působit škodlivé rušení existujícím pozemským stanicím v družicové meteorologické službě, ohlášeným před 1. lednem 2004 ani omezovat jejich rozvoj. Každý nový příděl těmto pozemským stanicím v tomto pásmu také musí být chráněn před škodlivým rušením od stanic v družicové pohyblivé službě. ",cs
148,148,5.384A,"Pásma 1710-1885 MHz, 2300-2400 MHz a 2500-2690 MHz nebo jejich úseky jsou určeny správám, které si budou přát zavádět Mezinárodní pohyblivé telekomunikace (IMT) v souladu s Rezolucí 223. Toto určení nevylučuje využití těchto pásem jinými službami, jimž jsou přidělena, a nezakládá přednost v Řádu. ",cs
149,149,5.385,"Doplňkové přidělení: pásmo 1718,8-1722,2 MHz je přiděleno navíc podružně radioastronomické službě pro pozorování spektrálních čar.",cs
150,150,5.388,"Pásma 1885-2025 MHz a 2110-2200 MHz jsou celosvětově určena pro využití správám, které mají v úmyslu zavádět Mezinárodní pohyblivé telekomunikace (IMT). Takové využívání nevylučuje využití těchto pásem jinými službami, jimž jsou přidělena. Tato pásma nechť jsou dávána pro IMT k dispozici v souladu s Rezolucí 212, viz též Rezoluce 223. ",cs
151,151,5.388A,"Pásma 1885-1980 MHz, 2010-2025 MHz a 2110-2170 MHz v Regionech 1 a 3 a pásma 1885-1980 MHz a 2110-2160 MHz v Regionu 2 mohou být využívána stanicemi na platformách ve velkých výškách jako základnové stanice pro poskytování Mezinárodních pohyblivých telekomunikací (IMT) v souladu s Rezolucí 221. Toto využívání stanic na platformách ve velkých výškách aplikacemi IMT nevylučuje využití těchto pásem jakýmikoliv stanicemi jiných služeb, jimž jsou přidělena a v Řádu nezakládá žádné přednosti. ",cs
152,152,5.389A,"Využívání pásem 1980-2010 MHz a 2170-2200 MHz družicovou pohyblivou službou podléhá koordinaci podle ustanovení č. 9.11A Řádu a Rezoluce 716. ",cs
153,153,5.391,"V pásmech 2025-2110 MHz a 2200-2290 MHz nebudou správy při přídělech pohyblivé službě zavádět pohyblivé soustavy s velkou plošnou hustotou, jak je popsáno v Doporučení ITU-R SA.1154 a vezmou toto doporučení v úvahu při zavádění pohyblivých soustav jakéhokoli jiného druhu. ",cs
154,154,5.392,"Správy se naléhavě žádají o přijetí veškerých proveditelných opatření k zajištění toho, aby přenosy mezi dvěma nebo více negeostacionárními družicemi ve službě kosmického výzkumu, kosmického provozu a družicového průzkumu Země v pásmech 2025-2110 MHz a 2200-2290 MHz nepůsobily žádná omezení přenosům těchto služeb na těchto pásmech mezi geostacionárními a negeostacionárními družicemi na vzestupném i sestupném směru ani přenosům mezi družicemi. ",cs
155,155,5.398,"V pásmu 2483,5-2500 MHz neplatí pro družicovou službu rádiového určování ustanovení č. 4.10 Řádu. ",cs
157,157,5.402,"Využívání pásma 2483,5-2500 MHz družicovou pohyblivou službou a družicovou službou rádiového určování podléhá koordinaci podle ustanovení č. 9.11A Řádu. Správy se naléhavě žádají o provedení veškerých uskutečnitelných opatření, aby se předešlo škodlivému rušení radioastronomické služby od vysílání v pásmu 2483,5-2500 MHz, zvláště rušení působenému vyzařováním druhé harmonické, které by spadalo do pásma 4990-5000 MHz přiděleného celosvětově radioastronomické službě. ",cs
158,158,5.410,"Pásmo 2500-2690 MHz může být v Regionu 1 využíváno soustavami využívající troposférický rozptyl (SVTR) s podmínkou dohody, dosažené podle postupu stanoveného v ustanovení č. 9.21 Řádu. Ustanovení 9.21 Řádu se nevztahuje na spoje SVTR situované zcela mimo Region 1. Správy jsou povinny vyvinout veškeré uskutečnitelné úsilí, aby se zamezil rozvoj nových SVTR v tomto pásmu. Při plánování nových radioreléových spojů SVTR v tomto pásmu musí být přijata veškerá opatření, aby se zamezilo směrování antén těchto spojů na geostacionární oběžnou dráhu družic. ",cs
159,159,5.413,"Správy se naléhavě žádají, aby při návrhu soustav družicové rozhlasové služby v pásmech mezi 2500 MHz a 2690 MHz učinily veškerá potřebná opatření k ochraně radioastronomické služby v pásmu 2690-2700 MHz. ",cs
160,160,5.414,"Přidělení kmitočtového pásma 2500-2520 MHz družicové pohyblivé službě (sestupný směr) podléhá koordinaci podle ustanovení č. 9.11A Řádu. ",cs
161,161,5.416,"Využívání pásma 2520-2670 MHz družicovou rozhlasovou službou je omezeno na národní a regionální soustavy pro skupinový příjem s podmínkou dohody, dosažené podle postupu stanoveného v ustanovení č. 9.21 Řádu. Při dvoustranných a vícestranných jednáních použijí správy ustanovení č. 9.19 Řádu",cs
164,164,5.418B,"Využívání pásma 2630-2655 MHz systémy s družicemi na negeostacionárních dráhách v družicové rozhlasové službě (rozhlas) v souladu s poznámkou č. 5.418 Řádu, u nichž úplné koordinační údaje podle Dodatku 4 Řádu nebo notifikační informace byly obdrženy po 2. červnu 2000, podléhá postupu podle ustanovení č. 9.12 Řádu. ",cs
165,165,5.418C,"Využívání pásma 2630-2655 MHz sítěmi s družicemi na geostacionárních dráhách, u nichž úplné koordinační informace podle Dodatku 4 Řádu nebo notifikační informace byly obdrženy po 2. červnu 2000, podléhá postupu podle ustanovení č. 9.13 Řádu ve vztahu k systémům družicové rozhlasové služby (rozhlas) s družicemi na negeostacionárních dráhách podle poznámky 5.418, přičemž ustanovení 22.2 Řádu zde neplatí. ",cs
166,166,5.423,"V pásmu 2700-2900 MHz je povoleno provozovat radiolokátory, umístěné na zemi pro potřeby meteorologie, rovnoprávně se stanicemi letecké radionavigační služby. ",cs
167,167,5.424A,"V pásmu 2900-3100 MHz nesmí stanice v radiolokační službě působit škodlivé rušení radarovým systémům v radionavigační službě ani požadovat před nimi ochranu. ",cs
168,168,5.425,"V pásmu 2900-3100 MHz musí být používání soustav lodních transponderových odpovídačů (SIT) omezeno na dílčí pásmo 2930-2950 MHz. ",cs
169,169,5.426,"Využívání pásma 2900-3100 MHz leteckou radionavigační službou je omezeno na radiolokátory, umístěné na zemi. ",cs
170,170,5.427,"V pásmech 2900-3100 MHz a 9300-9500 MHz nesmí odezva radarových transponderů být schopna záměny s odezvou radarových majáků (racons) a nesmí působit rušení lodním nebo leteckým radarům v radionavigační službě, ovšem s ohledem na ustanovení č. 4.9 Řádu. ",cs
171,171,5.430A,"Přidělení pásma 3400-3600 MHz pohyblivé službě kromě letecké pohyblivé je předmětem dohody uzavřené podle ustanovení č. 9.21 Řádu. Pásmo je identifikováno pro Mezinárodní pohyblivé telekomunikace (IMT). Tato identifikace nevylučuje využívání tohoto pásma jakoukoliv aplikací služeb, jimž je toto pásmo přiděleno a nezakládá žádnou přednost v Řádu. Ve stádiu koordinace navíc platí ustanovení č. 9.17 a 9.18 Řádu. Předtím, než správa uvede do provozu stanici (základnovou nebo pohyblivou) v pohyblivé službě v tomto pásmu, je povinna zajistit, aby na hranici s kteroukoli jinou správou nepřekročila hustota výkonového toku (pfd) ve výšce 3 m nad zemským povrchem hodnotu -154.5 dB(W/(m²⋅4 kHz)) po více než 20% času. Tato mez smí být překročena na území státu, jehož správa s tím souhlasí. Aby se zajistilo, že je splněna tato mez pfd na hranicích kterékoli jiné správy, provedou se ve vzájemné dohodě obou správ (té, která odpovídá za zemskou stanici, a té, která odpovídá za pozemskou stanici) výpočty a ověření s použitím všech příslušných informací, s případným vyžádáním pomoci Radiokomunikačního úřadu ITU. V případě neshody provede výpočet a ověření pfd tento úřad a vezme v úvahu shora zmíněné informace. Stanice pohyblivé služby v pásmu 3400-3600 MHz nesmí požadovat větší ochranu před kosmickými stanicemi než tu, kterou poskytuje tabulka 21-4 Řádu (vydání 2004).",cs
172,172,5.438,"Využívání pásma 4200-4400 MHz leteckou radionavigační službou je vyhrazeno pouze pro rádiové výškoměry na palubách letadel a k nim přidružené transpondery na zemi.",cs
173,173,5.440,"Družicové službě kmitočtových normálů a časových signálů může být povoleno využívat kmitočet 4202 MHz pro přenosy na sestupném směru a kmitočet 6427 MHz pro přenosy na vzestupném směru. Takové přenosy se musí omezit na interval 2 MHz od uvedených kmitočtů a musí podléhat dohodě, dosažené podle postupu stanoveného v ustanovení č. 9.21 Řádu. ",cs
174,174,5.441,"Využívání pásem 4500-4800 MHz (sestupný směr) a 6725-7025 MHz (vzestupný směr) družicovou pevnou službou musí být v souladu s ustanoveními Dodatku 30B Řádu. Využívání pásem 10,7-10,95 GHz (sestupný směr), 11,2-11,45 GHz (sestupný směr) a 12,75-13,25 GHz (vzestupný směr) družicovými soustavami využívajícími geostacionární dráhu v družicové pevné službě musí být v souladu s ustanoveními Dodatku 30B Řádu. Využívání pásem 10,7-10,95 GHz (sestupný směr) a 11,2- 11,45 GHz (sestupný směr) a 12,75-13,25 GHz (vzestupný směr) soustavami na negeostacionárních dráhách v družicové pevné službě podléhá ustanovení č. 9.12 Řádu, co se týká koordinace s ostatními systémy v družicové pevné službě využívajícími negeostacionární družice. Systémy v družicové pevné službě využívající negeostacionární družice nesmí vyžadovat ochranu před geostacionárními systémy v družicové pevné službě provozovanými v souladu s Řádem nezávisle na datu, k němuž Radiokomunikační úřad ITU-R obdržel úplné koordinační nebo notifikační informace o systémech v družicové pevné službě využívajících negeostacionární družice a úplné koordinační nebo notifikační informace o geostacionárních systémech, přičemž zde neplatí ustanovení č. 5.43A Řádu. Systémy v družicové pevné službě využívající negeostacionární družice ve shora uvedených pásmech musí být provozovány tak, aby bylo bez prodlení vyloučeno jakékoli nepřijatelné rušení, které by se během provozu vyskytlo. ",cs
175,175,5.442,"V pásmech 4825-4835 MHz a 4950-4990 MHz jsou přidělení pohyblivé službě omezena na pohyblivou službu, kromě letecké pohyblivé. V Regionu 2 (kromě Brazílie, Kuby, Guatemaly, Mexika, Paraguay, Uruguay a Venezuely) a v Austrálii je pásmo 4825-4835 MHz přiděleno navíc letecké pohyblivé službě s omezením na leteckou pohyblivou telemetrii při letových zkouškách letadlovými stanicemi. Toto využívání musí být v souladu s Rezolucí 416 a nesmí působit škodlivé rušení pevné službě. ",cs
176,176,5.443B,"Aby nebylo působeno škodlivé rušení mikrovlnným přistávacím systémům provozovaným nad 5030 MHz, nesmí v pásmu 5030-5150 MHz při povrchu Země úhrnná hustota výkonových toků od všech kosmických stanic v jakýchkoliv systémech družicové radionavigační služby (sestupný směr), provozovaných v pásmu 5010-5030 MHz, překročit -124,5 dB(W/m²) v šíři pásma 150 kHz. Aby nebylo působeno škodlivé rušení radioastronomické službě v pásmu 4990-5000 MHz, musí systémy služby družicové radionavigační služby provozované v pásmu 5010-5030 MHz vyhovovat mezím pro pásmo 4990-5000 MHz definovaným v Rezoluci 741. ",cs
177,177,5.444,"Pásmo 5030-5150 MHz bude využíváno pro provoz mezinárodní standardní soustavy pro přesné přibližování a přistávání letadel (mikrovlnná přistávací soustava - MLS). V pásmu 5030-5091 MHz musí požadavky této soustavy mít přednost před jiným využíváním tohoto pásma. Pro využívání pásma 5091-5150 MHz platí ustanovení č. 5.444A Řádu a Rezoluce 114. ",cs
178,178,5.444A,"Využívání pásma 5091-5150 MHz přiděleného družicové pevné službě (vzestupný směr) je omezeno na modulační spoje negeostacionárních soustav družicové pohyblivé služby a podléhá koordinaci podle ustanovení č. 9.11 Řádu. Na využívání pásma 5091-5150 MHz modulačními spoji negeostacionárních družicových soustav v družicové pohyblivé službě musí být uplatněna Rezoluce 114. Navíc pro zajištění ochrany letecké radionavigační služby před škodlivým rušením je zapotřebí koordinovat pozemské stanice modulačních linek negeostacionárních družicových systémů v družicové pohyblivé službě, které jsou separované o méně než 450 km od teriroria správy provozující pozemní stanice letecké radionavigační služby.",cs
179,179,5.444B,"Využívání pásma 5091-5150 MHz leteckou pohyblivou službou je omezeno na: 
- systémy provozované v letecké pohyblivé (R) službě v souladu s mezinárodními leteckými standardy, a to pouze v aplikacích na plochách letišť. Toto využívání musí být v souladu s Rezolucí 748, 
- vysílání letecké telemetrie z letadlových stanic (viz ustanovení 1.83 Řádu a této vyhlášky) v souladu s Rezolucí 418.",cs
180,180,5.446,"Doplňkové přidělení: pásmo 5150-5216 MHz je v zemích vyjmenovaných v poznámce 5.369 Řádu s podmínkou dohody uzavřené podle postupu stanoveného v ustanovení č. 9.21 Řádu přiděleno navíc přednostně družicové službě rádiového určování (sestupný směr). V Regionu 2 (s výjimkou Mexika) je toto pásmo přiděleno navíc přednostně družicové službě rádiového určování (sestupný směr). V Regionech 1 a 3, kromě zemí vyjmenovaných v poznámce 5.369 Řádu a Bangladéše, je toto pásmo přiděleno navíc podružně družicové službě rádiového určování (sestupný směr). Toto využívání družicovou službou rádiového určování je omezeno na modulační spoje ve vztahu k družicové službě rádiového určování provozované v pásmech 1610-1626,5 MHz a/nebo 2483,5-2500 MHz. Celková hustota výkonového toku při povrchu Země nesmí v žádném případě překročit -159 dBW/m² v kterémkoli 4 kHz pásmu pro všechny úhly dopadu. ",cs
181,181,5.446A,"Využívání pásem 5150-5350 MHz a 5470-5725 MHz stanicemi v pohyblivé službě, kromě letecké pohyblivé, musí být v souladu s Rezolucí 229. ",cs
182,182,5.446B,"V pásmu 5150-5250 MHz nesmí stanice v pohyblivé službě požadovat ochranu před pozemskými stanicemi v družicové pevné službě. Pro pohyblivou službu ve vztahu k pozemským stanicím družicové pevné služby zde neplatí ustanovení č. 5.43A Řádu. ",cs
183,183,5.446C,"Doplňkové přidělení: v Regionu 1 (kromě Alžírska, Saúdské Arábie, Bahrajnu, Egypta, Spojených arabských emirátů, Jordánska, Kuvajtu, Libanonu, Maroka, Ománu, Kataru, Sýrie, Súdánu, Jižního Súdánu a Tuniska) a v Brazílii je pásmo 5150-5250 MHz přiděleno navíc přednostně letecké pohyblivé službě s omezením na vysílání letecké telemetrie z letadlových stanic (viz ustanovení č. 1.83 Řádu) v souladu s Rezolucí 418. Tyto stanice nesmí vyžadovat ochranu před ostatními stanicemi provozovanými v souladu s Článkem 5 Řádu. Ustanovení č.. 5.43A Řádu zde neplatí. ",cs
184,184,5.447A,"Přidělení družicové pevné službě (vzestupný směr) je omezeno na modulační spoje negeostacionárních soustav družicové pohyblivé služby a podléhá koordinaci podle ustanovení č. 9.11A Řádu.",cs
185,185,5.447B,"Doplňkové přidělení: pásmo 5150-5216 MHz je přiděleno navíc přednostně družicové pevné službě (sestupný směr).Toto přidělení je omezeno na modulační spoje pro negeostacionární soustavy v družicové pohyblivé službě a podléhá ustanovení č. 9.11A Řádu. Hustota výkonového toku při povrchu Země působeného kosmickými stanicemi družicové pevné služby provozovanými na sestupném směru v pásmu 5150-5216 MHz nesmí v žádném případě překročit -164 dBW/m2 v kterémkoli 4 kHz pásmu pro všechny úhly dopadu. ",cs
186,186,5.447C,"Správy, které odpovídají za sítě v družicové pevné službě v pásmu 5150-5250 MHz provozované podle poznámek č. 5.447A a 5.447B Řádu, jsou povinny je koordinovat na základě rovnoprávnosti v souladu s ustanovením č. 9.11A Řádu se správami odpovídajícími za negeostacionární družicové sítě provozované podle poznámky č. 5.446 Řádu a uvedené do provozu před 17. listopadem 1995. Družicové sítě provozované podle poznámky č. 5.446 Řádu a uvedené do provozu po 17. listopadu 1995 nesmí žádat ochranu před stanicemi družicové pevné služby provozovanými podle poznámky č 5.447A nebo 5.447B Řádu a nesmí jim působit škodlivé rušení. ",cs
187,187,5.447D,"Přednostní přidělení pásma 5250-5255 MHz službě kosmického výzkumu je omezeno na aktivní čidla na palubách družic. Ostatní využívání tohoto pásma službou kosmického výzkumu má podružný status. ",cs
188,188,5.447F,"V pásmu 5250-5350 MHz nesmí stanice v pohyblivé službě požadovat ochranu před radiolokační službou, službou družicového průzkumu Země (aktivní) ani před službou kosmického výzkumu (aktivní). Tyto služby nesmějí ukládat pohyblivé službě přísnější kritéria ochrany, založená na systémových charakteristikách a na kritériích rušení, než ta, která jsou uvedena v Doporučeních ITU-R M.1638-0 a ITU-R SA.1632-0. ",cs
189,189,5.448A,"V pásmu 5250-5350 MHz nesmí služby družicového průzkumu Země (aktivní) a kosmického výzkumu (aktivní) požadovat ochranu před radiolokační službou. Ustanovení 5.43A Řádu zde neplatí. ",cs
190,190,5.448B,"Služba družicového průzkumu Země (aktivní) provozovaná v pásmu 5350-5570 MHz a služba kosmického výzkumu (aktivní) provozovaná v pásmu 5460-5570 MHz nesmí působit škodlivé rušení letecké radionavigační službě v pásmu 5350- 5460 MHz, radionavigační službě v pásmu 5460-5470 MHz ani námořní radionavigační službě v pásmu 5470-5570 MHz. ",cs
191,191,5.448C,"Služba kosmického výzkumu (aktivní), provozovaná v pásmu 5350-5460 MHz nesmí působit škodlivé rušení ostatním službám, jimž je toto pásmo přiděleno, ani od nich požadovat ochranu. ",cs
192,192,5.448D,"V pásmu 5350-5470 MHz nesmí stanice v radiolokační službě působit škodlivé rušení radarovým systémům v letecké radionavigační službě, které jsou provozovány v souladu s poznámkou č. 5.449 Řádu ani nesmí požadovat před nimi ochranu. ",cs
193,193,5.449,"Využívání pásma 5350-5470 MHz leteckou radionavigační službou je omezeno na letadlové radiolokátory a k nim přidružené letadlové majáky. ",cs
194,194,5.450A,"V pásmu 5470-5725 MHz nesmí stanice v pohyblivé službě požadovat ochranu před službami rádiového určování. Služby rádiového určování nesmí pohyblivé službě ukládat přísnější kritéria ochrany, založená na systémových charakteristikách a na kritériích rušení, než ta, která jsou uvedena v Doporučení ITU-R M.1638-0. ",cs
195,195,5.450B,"V pásmu 5470-5650 MHz nesmí stanice v radiolokační službě, s výjimkou radarů v pásmu 5600-5650 MHz umístěných na zemi a využívaných k meteorologickým účelům, působit škodlivé rušení radarovým systémům v námořní radionavigační službě ani požadovat před nimi ochranu. ",cs
196,196,5.452,"Mezi 5600 MHz a 5650 MHz mohou získat oprávnění k provozu pozemní radary pro meteorologické účely rovnoprávně se stanicemi námořní radionavigační služby. ",cs
197,197,5.457A,"V pásmech 5925-6425 MHz a 14-14,5 GHz mohou pozemské stanice umístěné na palubách plavidel být ve spojení s kosmickými stanicemi v družicové pevné službě. Takové využívání musí být v souladu s Rezolucí 902. V pásmu 5925-6425 MHz mohou pozemské stanice umístěné na palubách plavidel komunikující s kosmickými stanicemi v družicové pevné službě používat vysílací antény s minimálním průměrem 1,2 m a pracovat bez předchozího souhlasu jakékoliv správy, pokud jsou vzdálené alespoň 330 km od linie odlivu oficiálně uznávané pobřežním státem. Všechna ostatní ustanovení Rezoluce 902 jsou platná.",cs
198,198,5.457B,"V pásmech 5925-6425 MHz a 14-14,5 GHz mohou v družicové námořní pohyblivé službě jako podružné na palubách plavidel pracovat pozemské stanice s charakteristikami a za podmínek, které obsahuje Rezoluce 902, a to v Alžírsku, Saúdské Arábii, Bahrajnu, na Komorách, v Džibuti, Egyptě, Spojených arabských emirátech, Jordánsku, Kuvajtu, Libyi, Maroku, Mauretánii, Ománu, Kataru, Sýrii, Súdánu, Tunisku a v Jemenu. Takové využívání musí být v souladu s Rezolucí 902. ",cs
199,199,5.458,"V pásmu 6425-7075 MHz se nad oceány provádějí měření pomocí pasivních mikrovlnných senzorů. V pásmu 7075-7250 MHz se provádějí měření pomocí pasivních mikrovlnných senzorů. Správy nechť uváží potřeby služby družicového průzkumu Země (pasivního) a služby kosmického výzkumu (pasivního) při budoucím plánování v pásmech 6425-7025 MHz a 7075-7250 MHz. ",cs
200,200,5.458A,"Správy se naléhavě žádají, aby při přídělech kosmickým stanicím pevné družicové služby v pásmu 6700-7075 MHz prováděly veškerá uskutečnitelná opatření k ochraně pozorování spektrálních čar v radioastronomické službě v pásmu 6650-6675,2 MHz před škodlivým rušením nežádoucími vysíláními. ",cs
201,201,5.458B,"Přidělení družicové pevné službě v pásmu 6700-7075 MHz (sestupný směr) je omezeno na modulační spoje negeostacionárních soustav v družicové pohyblivé službě a podléhá koordinaci podle ustanovení č. 9.11A Řádu. Využívání pásma 6700-7075 MHz (sestupný směr) modulačními spoji negeostacionárních soustav v družicové pohyblivé službě nepodléhá ustanovení č. 22.2 Řádu. ",cs
203,203,5.460,"Systémy služby kosmického výzkumu (vzestupný směr) nesmí vysílat do dalekého kosmu v pásmu 7190-7235 MHz. Geostacionární družice ve službě kosmického výzkumu provozované v pásmu 7190-7235 MHz nesmí požadovat ochranu před existujícími a budoucími stanicemi v pevné a pohyblivé službě. Ustanovení č. 5.43A Řádu zde neplatí. ",cs
204,204,5.461,"Doplňkové přidělení: pásma 7250-7375 MHz (sestupný směr) a 7900-8025 MHz (vzestupný směr) jsou přidělena navíc přednostně družicové pohyblivé službě. Využívání zmíněných pásem touto službou podléhá dohodě, dosažené podle postupu, stanoveného v ustanovení č. 9.21 Řádu. ",cs
205,205,5.461A,"Využívání pásma 7450-7550 MHz družicovou meteorologickou službou (sestupný směr) je omezeno na systémy s geostacionárními družicemi. Družicové meteorologické soustavy s negeostacionárními družicemi v tomto pásmu ohlášené před 30. listopadem 1997 mohou pokračovat v provozu na dožití s přednostním statusem. ",cs
206,206,5.461B,"Využívání pásma 7750-7900 MHz družicovou meteorologickou službou (sestupný směr) je omezeno na soustavy s negeostacionárními družicemi. ",cs
207,207,5.462A,"V pásmu 8025-8400 MHz v Regionech 1 a 3 (kromě Japonska) nesmí služba družicového průzkumu Země využívající geostacionární družice vykazovat bez souhlasu dotčené správy vyšší hustoty výkonového toku než následující hodnoty pro uvedené úhly dopadu (θ): 
-       135 dB(W/m²)                    v pásmu 1 MHz   pro 0 ≤ θ ≤ 5°
-       174 + 0,5 (θ-5) dB(W/m²)        v pásmu 4 kHz   pro 5 ≤ θ ≤ 25°
-       164 dB(W/m²)                    v pásmu 4 kHz   pro 25 ≤ θ ≤ 90°",cs
208,208,5.463,"V pásmu 8025-8400 MHz není letadlovým stanicím dovoleno vysílat. ",cs
209,209,5.465,"Využívání pásma 8400-8450 MHz službou kosmického výzkumu je omezeno na daleký kosmos",cs
210,210,5.469,"Doplňkové přidělení: v Arménii, Ázerbájdžánu, Bělorusku, Gruzii, Maďarsku, Lotyšsku, Mongolsku, Uzbekistánu, Polsku, Kyrgyzstánu, České republice, Rumunsku, Rusku, Tádžikistánu, Turkmenistánu a na Ukrajině je pásmo 8500-8750 MHz přiděleno navíc přednostně pozemní pohyblivé službě a radionavigační službě. ",cs
211,211,5.469A,"V pásmu 8550-8650 MHz nesmí stanice ve službě družicového průzkumu Země (aktivní) a kosmického výzkumu (aktivní) působit škodlivé rušení stanic v radiolokační službě ani omezovat jejich využívání a vývoj. ",cs
212,212,5.470,"Využívání pásma 8750-8850 MHz leteckou radionavigační službou je omezeno na navigační pomůcky na palubách letadel, jež využívají Dopplerova jevu, na středním kmitočtu 8800 MHz. ",cs
213,213,5.472,"V pásmech 8850-9000 MHz a 9200-9225 MHz je námořní radionavigační služba omezena na pobřežní radary. ",cs
214,214,5.473A,"V pásmu 9000-9200 MHz nesmí stanice, provozované v radiolokační službě, působit škodlivé rušení systémům specifikovaným v poznámce č. 5.337 Řádu, provozovaným v letecké radionavigační službě, ani radarovým systémům v námořní radionavigační službě provozovaným v tomto pásmu na základě přednostního přidělení v zemích vyjmenovaných v poznámce č. 5.471 Řádu, ani požadovat ochranu před žádným z těchto systémů. ",cs
215,215,5.474,"V pásmu 9200-9500 MHz mohou být používány pátrací a záchranné transpondery (SART) při řádném zohlednění příslušného doporučení ITU-R (viz též Článek 31 Řádu). ",cs
216,216,5.475,"Využívání pásma 9300-9500 MHz leteckou radionavigační službou je omezeno na letadlové meteorologické radary a pozemní radary. Navíc jsou v pásmu 9300-9320 MHz povoleny pozemní radiolokační majáky letecké radionavigační služby s podmínkou, že nebude působeno škodlivé rušení námořní radionavigační službě. ",cs
217,217,5.475A,"Využívání pásma 9300-9500 MHz službou družicového průzkumu Země (aktivní) a službou kosmického výzkumu (aktivní) je omezeno na systémy vyžadující potřebnou šíři pásma větší než 300 MHz, které nemohou být v plné míře umístěny v mezích pásma 9500-9800 MHz. ",cs
218,218,5.475B,"V pásmu 9300-9500 MHz nesmí stanice, provozované v radiolokační službě, působit škodlivé rušení radarům provozovaným v souladu s Radiokomunikačním řádem, ani požadovat ochranu před nimi. Radary na zemi užívané pro meteorologické účely zde mají přednost před ostatním radiolokačním využíváním. ",cs
219,219,5.476A,"V pásmu 9300-9800 MHz nesmí stanice v družicové službě průzkumu Země (aktivní) a ve službě kosmického výzkumu (aktivní) působit škodlivé rušení stanicím radionavigační a radiolokační služby ani požadovat před nimi ochranu. ",cs
220,220,5.478A,"Využívání pásma 9800-9900 MHz službou družicového průzkumu Země (aktivní) a službou kosmického výzkumu (aktivní) je omezeno na systémy vyžadující potřebnou šíři pásma větší než 500 MHz, které nemohou být v plné míře umístěny v mezích pásma 9300-9800 MHz. ",cs
221,221,5.478B,"V pásmu 9800-9900 MHz nesmí stanice v družicové službě průzkumu Země (aktivní) a ve službě kosmického výzkumu (aktivní) působit škodlivé rušení stanicím pevné služby ani požadovat ochranu před stanicemi v pevné službě, jíž je toto pásmo přiděleno podružně. ",cs
222,222,5.479,"Pásmo 9975-10025 MHz je přiděleno navíc podružně družicové meteorologické službě k využívání meteorologickými radary. ",cs
