id,translatable_id,additional_info,future,locale
1342,1427,"Simplexní pohyblivé sítě, kanálová rozteč 25 kHz, max.  e.r.p. 10W.",,cs
1343,1428,"Úsek je určen pro stanice PMR 446 umožňující hlasovou komunikaci na krátkou vzdálenost. Analogová modulace. Digitální modulace od 1. ledna 2018. Detailní podmínky využití viz VO.",,cs
1344,1429,"Úsek je určen pro stanice PMR 446 umožňující hlasovou komunikaci na krátkou vzdálenost. Analogová a digitální modulace. Detailní podmínky využití viz VO.",,cs
1345,1430,"Simplexní pohyblivé sítě, kanálová rozteč 25 kHz, e.r.p. 10 W. 446,2-446,4 MHz určeno jen pro krátkodobé využití.",,cs
1346,1431,"Necivilní využití podružně.",,cs
1349,1434,"Radary se syntetickou aperturou pro mapování zemského povrhu a podzemních vod (až do hloubky 20 m). Včetně radarů na palubách letadel.",,cs
1350,1435,"Simplex, max e.r.p. 10 W, kanálová rozteč 20 kHz, s vyjímkou vyhrazených kmitočtů.",,cs
1351,1436,"Datová vysílací rádiová zařízení pro přenos nehovorových signálů.",,cs
1352,1437,"Přenosná vysílací rádiová zařízení malého výkonu.",,cs
1353,1438,"Službou kosmického výzkumu (vzestupný směr) může být v souladu s 5.286 úsek využíván za předpokladu dohody dle ustanovení 9.21 Řádu. Využíván pro spoje k výzkumným družicím.
",,cs
1354,1439,"Službou kosmického provozu (vzestupný směr) může být v souladu s 5.286 úsek využíván za předpokladu dohody dle ustanovení 9.21 Řádu.",,cs
1356,1441,"Úsek může být  využíván ve službě kosmického výzkumu (vzestupný směr) v souladu s poznámkou 5.286 za předpokladu dohody dle 9.21 Řádu.Úsek je využíván pro spoje k výzkumným družicím.",,cs
1357,1442,"Úsek může být  využíván ve službě kosmického provozu (vzestupný směr) v souladu s poznámkou 5.286 za předpokladu dohody dle 9.21 Řádu.",,cs
1358,1443,"Max. e.r.p. 10 W, kanálová rozteč 20 kHz, duplex 10 MHz k 460-461,3 MHz, vysílání pohyblivých stanic.",,cs
1360,1445,"Celoplošné sítě pro veřejné služby elektronických komunikací. Šiirokopásmové digitální technologie v souladu s 5.286AA. Počet práv omezen na jedno. Na vnitřních okrajích úseku jsou ochranné úseky o šířce min. 200 kHz, které není možno. Rádiové kanály širší než 1 MHz. Duplex 10 MHz k 461,3-465,74 MHz, vysílání terminálů.",,cs
1362,1447,"Celoplošné sítě pro veřejné služby elektronických komunikací. Šiirokopásmové digitální technologie v souladu s 5.286AA. Počet práv omezen na jedno. Na vnitřních okrajích úseku jsou ochranné úseky o šířce min. 200 kHz, které není možno. Rádiové kanály širší než 1 MHz. Duplex 10 MHz k 461,3-465,74 MHz, vysílání terminálů.",,cs
1364,1449,"Max. e.r.p. 10 W, kanálová rozteč 20 kHz, duplex 10 MHz k 465,74-467,38 MHz, vysílání terminálů.",,cs
1366,1451,"Max e.r.p. 10 W, kanálová rozteč 20 kHz, duplex 10 MHz k 465,74-467,38 MHz, vysílání terminálů.",,cs
1367,1452,"Max. e.r.p. 6 W, kanálová rozteč 25 kHz, duplex 10 MHz, vysílání účastnických terminálů.vysílání účastnických terminálů. Kanálová rozteč je 25 kHz. Provozovatel omezen - viz PVRS.",,cs
1368,1453,"Max. e.r.p. 10 W, kanálová rozteč 20 kHz, duplex 10 MHz, vysílání pohyblivých stanic.",,cs
1370,1455,"Max. e.r.p. 10 W., kanálová rozteč 20 kHz, duplex 10 MHz, vysílání pohyblivých stanic.",,cs
1373,1458,"V souladu s 5.289 možnost využití ve službě družicového průzkumu Země (sestupný směr), avšak pro jiné účely než pro družicovou meteorologickou službu a s podmínkou, že nebude působit škodlivé rušení stanicím ostatních služeb.",,cs
1374,1459,"Max e.r.p. 10 W, kanálová rozteč 20 kHz, duplex 10 MHz k 450-451,3 MHz, vysílání základnových stanic.",,cs
1376,1461,"Celoplošné sítě pro veřejné služby elektronických komunikací. Širokopásmové digitální technologie v souladu s 5.286AA. Počet práv omezen na jedno. Na vnitřních okrajích úseku jsou ochranné úseky o šířce min. 200 kHzkteré není možno využívat. Rádiové kanály širší než 1 MHz. Duplex 10 MHz k 451,3-455,74 MHz, vysílání základnových stanic. Maximální e.r.p. 200 W.",,cs
1378,1463,"Max e.r.p. 10 W, kanálová rozteč 20 kHz, duplex 10 MHz k 455,74-457,38 MHz, vysílání základnových stanic.",,cs
1379,1464,"Maximální e.r.p. je 6 W. Duplexní odstup je 10 MHz, vysílání zkladnových stanic. Kanálová rozteč je 25 kHz. Provozovatel omezen - viz PVRS.",,cs
1380,1465,"Max. e.r.p. je 10 W. Duplex 10 MHz, vysílání základnových stanic. Kanálová rozteč 20 kHz.",,cs
1381,1466,"470-582 MHz - IV. TV pásmo, kanály 21-34. Digitální zemské televizní a rozhlasové vysílání.","(1) V geografických oblastech, kde se budou vyskytovat úseky spektra nevyužívané systémy v rozhlasové službě, se v budoucnu předpokládá jejich využití inteligentními komunikačními systémy. Zavádění takových systémů pro komerční využití bude možné po přijetí evropských harmonizovaných podmínek. 
(2) Je očekáván další rozvoj technologií s vyšší spektrální účinností přispívajících k úspoře rádiového spektra. 
(3) O budoucím přednostním přidělení úseku 694–790 MHz službě pozemní pohyblivé informuje článek 6 odst. 4 (poznámka: detaily viz PV-P/10/08.2012-11).
(4) V návaznosti na rozhodnutí o budoucím využití pásma 694-790 MHz pro mobilní sítě rozhodne Úřad o způsobu autorizace, jakým bude umožněno využívání volných rádiových kmitočtů po přijetí tohoto rozhodnutí.",cs
1382,1467,"Bezdrátové mikrofony. Vyzářený výkon max. e.r.p. 50 mW. Pásmo je přednostně přiděleno rozhlasové službě, bezdrátové mikrofony nesmí rušit její příjem ani si nárokovat ochranu. S rozvojem rozhlasové služby dojde k lokálnímu omezení dostupného spektra.","Nové vydání Řádu rozšířením výčtu zemí uvedených v poznámce Řádu o název České republiky umožňuje využití pásma 470–790 MHz podružně v pohyblivé službě pro pomocné aplikace pro rozhlasovou službu. Úpravu přijala konference WRC-12.",cs
1383,1468,"Radary pro sledování směru a rychlosti větru.","Budoucí využití pásma 494-942 MHz radiolokační službou se nepředpokládá.",cs
1384,1469,"IV. TV pásmo, kanál 21. Skupinová přidělení PAR-05, UST-05.",,cs
1385,1470,"IV. TV pásmo, kanál 22. Skupinová přidělení JCE-06, KHR-06, ZLI-01",,cs
1386,1471,"IV. TV pásmo, kanál 23. Skupinová přidělení STC-05N, STC-05S",,cs
1387,1472,"IV. TV pásmo, kanál 24. Skupinová přidělení PAR-04, PLZ-04",,cs
1388,1473,"IV. TV pásmo, kanál 25. Skupinová přidělení JCE-04, ZLI-03",,cs
1389,1474,"IV. TV pásmo, kanál 26. Skupinová přidělení JMO-03, KVA-04, LIB-04",,cs
1390,1475,"IV. TV pásmo, kanál 27. Skupinová přidělení MOS-06, PAR-06",,cs
1391,1476,"IV. TV pásmo, kanál 28. Skupinová přidělení LIB-06, MOS-02, VYS-01",,cs
1392,1477,"IV. TV pásmo, kanál 29. Skupinové přidělení JMO-01",,cs
1393,1478,"IV. TV pásmo, kanál 30. Skupinové přidělení VYS-03",,cs
1394,1479,"IV. TV pásmo, kanál 31. Skupinová přidělení LIB-01, PLZ-01, OLO-05",,cs
1395,1480,"IV. TV pásmo, kanál 32. Skupinová přidělení JCE-03, PAR-03",,cs
1396,1481,"IV. TV pásmo, kanál 33. Skupinová přidělení UST-01, VYS-05, ZLI-05",,cs
1397,1482,"IV. TV pásmo, kanál 34. Skupinová přidělení PAR-02, PLZ-03",,cs
1398,1483,"V. TV pásmo, kanál 35. Skupinová přidělení KVA-02, VYS-04",,cs
1399,1484,"V. TV pásmo, kanál 36. Skupinová přidělení KVA-05, OLO-01",,cs
1400,1485,"V. TV pásmo, kanál 37. Skupinová přidělení MOS-01, PHA-04",,cs
1401,1486,"V. TV pásmo, kanál 38. Skupinová přidělení KHR-01, KVA-01",,cs
1402,1487,"Úsek 608-614 MHz (38. TV kanál) je chráněn v souladu s 5.149. V ČR není radioastronomie provozována ani se provoz nepředpokládá.","Změny v budoucím využívání pásma 608-614 MHz radioastronomickou službou se nepředpokládájí.",cs
1403,1488,"V. TV pásmo, kanál 39. Skupinová přidělení JCE-01, PAR-01",,cs
1404,1489,"V. TV pásmo, kanál 40. Skupinová přidělení JMO-04, KHR-02.",,cs
1405,1490,"V. TV pásmo, kanál 41. Skupinová přidělení STC-01N, STC-01S, ZLI-04A",,cs
1406,1491,"V. TV pásmo, kanál 42. Skupinová přidělení PHA-02, VYS-02, ZLI-02",,cs
1407,1492,"V. TV pásmo, kanály 49-60. Televizní vysílání dle Dohody Ženeva 2006. Lze využívat nejdéle do 30. června 2020.",,cs
1408,1493,"Bezdrátové mikrofony. Vyzářený výkon max. e.r.p. 50 mW. Do 29. června 2020.",,cs
1416,1501,"V. TV pásmo, kanál 49. Do 30. 6. 2020 skupinová přidělení JCE-05, ZLI-06.",,cs
1417,1502,"V. TV pásmo, kanál 50. Do 30. 6. 2020 skupinová přidělení JCE-02, OLO-02, UST-02.",,cs
1418,1503,"V. TV pásmo, kanál 51. Do 30. 6. 2020 skupinová přidělení OLO-06, STC-03N, STC-03S.",,cs
1419,1504,"V. TV pásmo, kanál 52. Do 30. 6. 2020 skupinová přidělení LIB-05, PLZ-05.",,cs
1420,1505,"V. TV pásmo, kanál 53. Do 30. 6. 2020 skupinová přidělení  OLO-04, STC-02N, STC-02S.",,cs
1421,1506,"V. TV pásmo, kanál 54. Do 30. 6. 2020 skupinová přidělení MOS-05, PHA-05.",,cs
1422,1507,"V. TV pásmo, kanál 55. Do 30. 6. 2020 skupinové přidělení UST-03.",,cs
1423,1508,"V. TV pásmo, kanál 56.",,cs
1424,1509,"V. TV pásmo, kanál 57. Do 30. 6. 2020 skupinová přidělení PHA-06, VYS-06.",,cs
1425,1510,"V. TV pásmo, kanál 58. Do 30. 6. 2020 skupinové přidělení UST-04. ",,cs
1426,1511,"V. TV pásmo, kanál 59. Do 30. 6. 2020 skupinová přidělení JMO-06, STC-06N, STC-06S.",,cs
1427,1512,"V. TV pásmo, kanál 60. Do 30. 6. 2020 skupinová přidělení KHR-03, KVA-03, LIB-03.",,cs
1429,1514,"Ochranný úsek, nelze využívat.",,cs
1430,1515,"IMT v souladu s 5.317A. Pohyblivá celoplošná širokopásmová síť. Počet práv omezen. FDD, duplex 41 MHz k 832-842 MHz. Základnové stanice.",,cs
1431,1516,"IMT v souladu s 5.317A. Pohyblivá celoplošná širokopásmová síť. Počet práv omezen. FDD, duplex 41 MHz k 842-852 MHz. Základnové stanice.",,cs
1432,1517,"IMT v souladu s 5.317A. Pohyblivá celoplošná širokopásmová síť. Počet práv omezen. FDD, duplex 41 MHz k 852-862 MHz. Základnové stanice.",,cs
1433,1518,"Nepárový úsek, nevyužíváno.","O využití nepárového kmitočtového úseku 821–832 MHz rozhodne Úřad v souladu s evropskou harmonizací.",cs
1434,1519,"Bezdrátové mikrofony. E.i.r.p. 20 mW; pro mikrofony nošené na těle e.i.r.p. 50 mW.",,cs
1435,1520,"IMT v souladu s 5.317A. Pohyblivá celoplošná širokopásmová síť. Počet práv omezen. Duplex 41 MHz k 791-801 MHz. Terminály.",,cs
1441,1526,"1) Max. e.r.p. 25 mW. 
2) V kmitočtovém pásmu lze provozovat:
a) zařízení s modulací FHSS s kanálovou roztečí ≤ 100 kHz;
b) zařízení s modulací DSSS nebo s jinou širokopásmovou modulací kromě FHSS bez omezení kanálové rozteče; u těchto zařízení je spektrální hustota výkonu omezena na –4,5 dBm/100 kHz v případě využití celého kmitočtového pásma, na +6,2 dBm/100 kHz v případě využití pouze kmitočtového úseku 865–868 MHz a na +0,8 dBm/100 kHz v případě využití pouze kmitočtového úseku 865–870 MHz;
c) úzkopásmové zařízení s kanálovou roztečí ≤ 100 kHz.
U zařízení SRD podle písm. a) a c) se upřednostňuje kanálová rozteč 100 kHz, umožňující dílčí dělení na 50 kHz nebo 25 kHz.
3) Při použití technologie LBT (Listen Before Talk – vysílání pouze po vyžádání na základě příjmu) není klíčovací poměr omezen.
4) U širokopásmových zařízení s modulací FHSS (Frequency Hopping Spread Spectrum) nebo DSSS (Direct Sequence Spread Spectrum) nebo s adaptivním využíváním kmitočtů (AFA – Adaptive Frequency Agility) se klíčovací poměr vztahuje na celkové vysílání v uvedeném pásmu. U širokopásmových zařízení s modulací FHSS, provozovaných pouze v kmitočtovém pásmu 865–868 MHz, může být klíčovací poměr zvýšen až na 1 %. U širokopásmových zařízení s jinou modulací než DSSS a FHSS, provozovaných pouze v kmitočtovém pásmu 865–868 MHz s vyzářeným výkonem do 10 mW e.r.p. a s šířkou pásma od 200 kHz do 3 MHz může být klíčovací poměr zvýšen až na 1 %.
5) SRD  nelze používat pro vysílání analogových audio signálů s výjimkou přenosu hlasu.
6) Musí být použity techniky přístupu ke spektru a zmírnění rušení, které poskytují přinejmenším rovnocenný účinek jako techniky popsané v harmonizovaných normách; alternativně lze užít uvedené maximální
hodnoty klíčovacího poměru.
7) Není povolen přenos obrazových informací.",,cs
1442,1528,"Vyzářený výkon max 10 mW e.r.p.",,cs
1443,1530,"Vyzářený výkon max. 100 mW e.r.p. , kanálová rozteč 200 kHz, vysílání pouze po vyžádání na základě příjmu (LBT).",,cs
1444,1531,"Max. e.r.p. 25 mW. 
Musí být použity techniky přístupu ke spetru a zmírnění rušení podle norem nebo alternativně klíčovací poměr max. 1,0%. 
Není povolen přenos obrazových informací.",,cs
1445,1532,"Vyzářený výkon 10 mW e.r.p., kanálová rozteč 25 kHz,  klíčovací poměr max 0,1%. Vyhrazeno pouze pro systémy pro přivolání pomoci.",,cs
1446,1533,"Max. e.r.p. 25 mW. 
Musí být použity techniky přístupu ke spetru a zmírnění rušení podle norem nebo alternativně klíčovací poměr max. 0,1%. 
Není povolen přenos obrazových informací.",,cs
1447,1534,"Vyzářený výkon 10 mW e.r.p., kanálová rozteč 25 kHz,  klíčovací poměr max 0,1%.",,cs
1448,1535,"Vyzářený výkon 10 mW e.r.p., kanálová rozteč 25 kHz,  klíčovací poměr max 1%.",,cs
1449,1536,"Max. e.r.p. 25 mW. Nelze použít pro vysílání analogových audio signálů s výjimkou přenosu hlasu. Musí být použita technika přístupu ke spektru a zmírnění rušení. Není povolen přenos obrazových informací.",,cs
1450,1537,"Max. e.r.p. 500 mW. 
Kanálová rozteč 25 kHz, celý úsek může být rovněž použit jako jeden kanál pro přenos dat s vysokou rychlostí. 
Klíčovací poměr max. 10%.  Při použití technologie LBT (Listen Before Talk - vysílání pouze po vyžádání na základě příjmu) není klíčovací poměr omezen. 
Nelze použít pro vysílání analogových audio signálů s vyjímkou přenosu hlasu.",,cs
1451,1538,"Vyzářený výkon 10 mW e.r.p., kanálová rozteč 25 kHz (lze použít celý úsek jako jeden kanál pro přenos dat vysokou rychlostí),  klíčovací poměr max 1%.",,cs
1452,1539,"Max. e.r.p. 5 mW. Nelze použít pro vysílání analogových audio signálů s výjimkou přenosu hlasu. Přenos hlasu pouze za předpokladu použití pokročilých technik zmírňujících rušení. Není povolen přenos obrazových informací.",,cs
1456,1543,"Komunikační systémy železniční dopravy. Provozovatelem jen právnická osoba spravující železnici dle zákona 77/2002 Sb., nyní Správa železniční dopravní cesty. Terminály. Duplex 45 MHz, párový úsek k 921-925 MHz. 876,1-880,1 MHz s kanálovou roztečí 200 kHz. DMO s kanálovou roztečí na kmitočtech 12,5 kHz na 876,0125 MHz, 876,025 MHz, 876,0375 MHz, 876,05 MHz, 876,0625 MHz.",,cs
1457,1544,"Veřejné mobilní sítě. GSM. Tři celoplošné příděly. Omezení počtu práv. Provoz terminálů.","V úsecích 880,1–914,9/925,1–959,9 MHz, využívaných sítěmi GSM, se předpokládá zavádění sítí poskytujících služby elektronických komunikací využívajících technologie vyšších generací.",cs
1458,1545,"Veřejné mobilní sítě. Technologie GSM nebo s ní slučitelné. Tři celoplošné příděly. Omezení počtu práv. 880-890 MHz původně označeno E-GSM. Terminály. Duplex 45 MHz, základní kanálová rozteč 200 kHz.","Předpokládá se zavádění sítí poskytujících služby elektronických komunikací využívajících technologie vyšších generací.",cs
1459,1546,"Necivilní využití.","Budoucí využití pásma 494–942 MHz radiolokační službou se nepředpokládá.",cs
1463,1550,"Komunikační systémy železniční dopravy. Provozovatelem jen právnická osoba spravující železniční dopravní cestu dle zákona 77/2002 Sb., nyní Správa železniční dopravní cesty. Základnové stanice s max e.r.p. 350 W. Duplex 45 MHz, párový úsek k 876-880 MHz. 921,1-925,1 MHz s kanálovou roztečí 200 kHz. ",,cs
1464,1551,"Veřejné mobilní sítě. Technologie GSM nebo s ní slučitelné. Tři celoplošné příděly. Omezení počtu práv. 925-935 MHz původně označeno E-GSM. Základnové stanice. Duplex 45 MHz, základní kanálová rozteč 200 kHz. Pro GSM max e.r.p. 350 W.","Předpokládá se zavádění sítí poskytujících služby elektronických komunikací využívajících technologie vyšších generací.",cs
1465,1552,"Necivilní využití podružně.",,cs
1466,1553,"Veřejné mobilní sítě. GSM, Tři celoplošné příděly. Omezení počtu práv.","V úsecích 880,1–914,9/925,1–959,9 MHz, využívaných sítěmi GSM, se předpokládá zavádění sítí poskytujících služby elektronických komunikací využívajících technologie vyšších generací.",cs
1467,1554,"Letecké navigační systémy. V souladu s 5.328 vyhrazeno pro provoz a rozvoj palubních elektronických pomůcek pro leteckou navigaci a s nimi přímo sdružených zařízení na zemi, např. DME nebo MIDS. Rovnoprávné využití s necivilním využitím.",,cs
1468,1555,"Využívání pásma leteckou pohyblivou (R) službou je v souladu s 5.327A omezeno na systémy provozované podle uznaných mezinárodních leteckých norem. Toto využívání musí být v souladu s Rezolucí 417.",,cs
1469,1557,"Necivilní využití rovnoprávně.",,cs
1470,1558,"Letecké navigační systémy. V souladu s 5.328 vyhrazeno pro provoz a rozvoj palubních elektronických pomůcek pro leteckou navigaci a s nimi přímo sdružených zařízení na zemi, např. DME nebo MIDS. Rovnoprávné využití s necivilním využitím.",,cs
1471,1559,"Využívání pásma leteckou pohyblivou  (R) službou je v souladu s 5.327A omezeno na systémy provozované podle uznaných mezinárodních leteckých norem. Toto využívání musí být v souladu s Rezolucí 417. Rovnoprávné sdílení s necivilním využitím.",,cs
1472,1560,"Není využíváno",,cs
1473,1561,"Necivilní využití rovnoprávně.",,cs
1474,1562,"Pouze necivilní využití. Letecké navigační systémy. V souladu s 5.328 vyhrazeno pro provoz a rozvoj palubních elektronických pomůcek pro leteckou navigaci a s nimi přímo sdružených zařízení na zemi, např. DME nebo MIDS. Rovnoprávné využití s necivilním využitím.",,cs
1475,1563,"Pásmo je v souladu s 5.328A také přednostně přiděleno družicové radionavigační službě (sestupný směr) (družice – družice) pro družicovou navigaci, stanice však nesmí působit škodlivé rušení stanicím v letecké radionavigační službě, ani si nesmí nárokovat ochranu před nimi, přičemž platí omezení uvedená v 5.328A a dále ustanovení 5.328B. Rovnoprávné sdílení s necivilním využitím.",,cs
1476,1564,"Není využíváno",,cs
1477,1565,"L5 GPS, E5A Galileo, L5R GLONASS",,cs
1478,1566,"L3PT GLONASS",,cs
1479,1567,"E5b Galileo",,cs
1480,1568,"E4 Galileo",,cs
1481,1569,"Necivilní využití rovnoprávně.",,cs
1482,1570,"Aktivní čidla na palubách družic nesmí v souladu s  5.332,5.335A působit škodlivé rušení provozu nebo rozvoji radiolokační služby, radionavigační služby a ostatních přednostních služeb, ani vyžadovat před nimi ochranu nebo je jinak omezovat.",,cs
1483,1571,"Radarové a navigační systémy. Rovnoprávné sdílení s necivilním využitím.",,cs
1484,1572,"V souladu s 5.329 nesmí být působeno škodlivé rušení radionavigační službě povolené podle  5.331 a nelze požadovat ochranu před touto službou. Platí 5.328B. Využívání systémů v družicové radionavigační službě (družice – družice) není určeno v souladu s 5.329A pro aplikace bezpečnostní povahy a nesmí působit žádná dodatečná omezení ostatním systémům nebo službám. Rovnoprávné sdílení s necivilním využitím.",,cs
1485,1573,"Aktivní čidla na palubách družic nesmí v souladu s  5.332,5.335A působit škodlivé rušení provozu nebo rozvoji radiolokační služby, radionavigační služby a ostatních přednostních služeb, ani vyžadovat před nimi ochranu nebo je jinak omezovat.",,cs
1486,1574,"L2 GPS",,cs
1487,1575,"Necivilní využití rovnoprávně.",,cs
1488,1576,"V pásmech 1215 – 1260 MHz a 1260 – 1300 MHz nesmí aktivní čidla na palubách družic v souladu s 5.332,5.335A působit škodlivé rušení provozu nebo rozvoji radiolokační služby, radionavigační služby a ostatních přednostních služeb, ani vyžadovat před nimi ochranu nebo je jinak omezovat.",,cs
1489,1577,"Radarové a navigační systémy. Rovnoprávné sdílení s necivilním využitím.",,cs
1490,1578,"V souladu s 5.329 nesmí být působeno škodlivé rušení radionavigační službě povolené podle  5.331 a nelze požadovat ochranu před touto službou. Platí 5.328B. Využívání systémů v družicové radionavigační službě (družice – družice) není určeno v souladu s 5.329A pro aplikace bezpečnostní povahy a nesmí působit žádná dodatečná omezení ostatním systémům nebo službám. Rovnoprávné sdílení s necivilním využitím.",,cs
1491,1579,"V pásmech 1215 – 1260 MHz a 1260 – 1300 MHz nesmí aktivní čidla na palubách družic v souladu s 5.332,5.335A působit škodlivé rušení provozu nebo rozvoji radiolokační služby, radionavigační služby a ostatních přednostních služeb, ani vyžadovat před nimi ochranu nebo je jinak omezovat.",,cs
1492,1580,"Provoz amatérské služby se řídí vyhláškou 156/2005 Sb.",,cs
1493,1581,"L2PT GLONASS",,cs
1494,1582,"E3 Galileo",,cs
1495,1583,"Úsek může  v souladu s 5.282 využívat družicová amatérská služba (vzestupný směr) s podmínkou, že nebude působit škodlivé rušení ostatním službám. Provoz družicové amatérské služby se řídí vyhláškou 156/2005 Sb.",,cs
1496,1584,"Radary pro sledování pohybu vzdušných mas.",,cs
1497,1585,"E6 Galileo",,cs
1498,1586,"Necivilní využití rovnoprávně.",,cs
1499,1587,"Radarové pásmo L. Využívání pásma stanicemi v radiolokační službě nesmí v souladu s 5.337A působit škodlivé rušení letecké radionavigační službě ani omezovat její provoz nebo rozvoj. Rovnoprávné sdílení s necivilním využitím.",,cs
1500,1588,"Využívání pásma je v souladu s 5.337 omezeno na pozemní radiolokátory a s nimi sdružené letadlové transpondéry, které vysílají pouze na kmitočtech v tomto pásmu a pouze jsou-li aktivovány radiolokátory provozovanými v tomtéž pásmu. Rovnoprávné sdílení s necivilním využitím.",,cs
1501,1589,"Využívání pásma pozemskými stanicemi nesmí v souladu s 5.337A působit škodlivé rušení letecké radionavigační službě ani omezovat její provoz nebo rozvoj. Rovnoprávné sdílení s necivilním využitím.",,cs
1502,1590,"V souladu s 5.149 musí uživatelé pásma chránit radioastronomii.",,cs
1503,1591,"Necivilní využití rovnoprávně.",,cs
1504,1592,,"Na základě zájmu uživatelů bude Úřad analyzovat možnosti využití pásma, nebo jeho části, stanicemi v pevné službě za předpokladu slučitelnosti s využitím v radiolokační službě a dalších službách. Vycházet se bude z kanálového uspořádání podle doporučení CEPT T/R 13-01.",cs
1505,1593,"Rovnoprávné sdílení s necivilním využitím. V pásmu je nežádoucí vyzařování stanic pohyblivé služby omezeno úrovněmi uvedenými v příloze Rozhodnutí CEPT/ECC/DEC/(11)01. Úrovně odpovídají limitům uvedeným v Rezoluci 750 podle poznámky Řádu 5.338A.",,cs
1506,1594,"Rovnoprávné sdílení s necivilním využitím. V pásmu je nežádoucí vyzařování stanic služby rádiového určování omezeno úrovněmi uvedenými v příloze Rozhodnutí ECC/DEC/(11)01. Úrovně odpovídají limitům uvedeným v Rezoluci 750 podle poznámky Řádu 5.338A.",,cs
1508,1596,"V souladu s 5.339 podružně pasivní pozorování.",,cs
1509,1597,"V souladu s 5.339 podružně pasivní pozorování.",,cs
1510,1598,"V souladu s 5.149 musí uživatelé pásma chránit radioastronomii.",,cs
1511,1599,"Necivilní využití rovnoprávně.",,cs
1512,1600,"SMOS - měření koncentrace soli v mořské vodě, teploty povrchu moří, vegetačního indexu atd. Veškeré vysílání je v souladu s 5.340 zakázáno.",,cs
1513,1601,"Vzhledem k důležitosti pásma pro radioastronomická pozorování, platí ochranná opatření a veškeré vysílání je zakázáno.",,cs
1514,1602,"Pasivní využití. Veškeré vysílání v pásmu je v souladu s 5.340 zakázáno.",,cs
1517,1605,"Služba pásmo nevyužívá. V pásmu požívá služba ochrany proti nežádoucímu vyzařování v souladu s 5.338A a rozhodnutím CEPT/ECC/DEC/(11)01.",,cs
1519,1607,"Necivilní využití. V pásmu je nežádoucí vyzařování stanic pohyblivé služby omezeno úrovněmi uvedenými v příloze Rozhodnutí CEPT/ECC/DEC/(11)01. Úrovně odpovídají limitům uvedeným v Rezoluci 750 podle poznámky Řádu 5.338A.","WRC-15 identifikovala pásmo pro IMT spolu se související regulaci.",cs
1520,1608,"Necivilní využití přednostně.",,cs
1523,1611,"Rovnoprávné sdílení s necivilním využitím. V pásmu je nežádoucí vyzařování stanic pohyblivé služby omezeno úrovněmi uvedenými v příloze Rozhodnutí CEPT/ECC/DEC/(11)01. Úrovně odpovídají limitům uvedeným v Rezoluci 750 podle poznámky Řádu 5.338A."," WRC-15 identifikovala pásmo pro IMT spolu se související regulací.",cs
1524,1612,"Necivilní využití rovnoprávně.",,cs
1526,1614,"Do doby udělení přídělu experimenty nebo krátkodobá oprávnění na základě IO.","Vysokorychlostní sítě elektronických komunikací, celostátní příděly, základní kanálová rozteč 5 MHz, základnové stanice",cs
1527,1615,"Pásmo L v rozhlasové službě. T-DAB v souladu s poznámkou 5.345.","V současnosti se nepředpokládá omezování stávajících rozhlasových stanic.",cs
1528,1616,"Lze S-DAB v souladu s poznámkou 5.345. Nepředpokládá se využití.",,cs
1529,1617,"Nevyužito, využití se nepředpokládá.",,cs
1533,1621,"Sdílení s přednostním necivilním využitím.","WRC-15 identifikovala pásmo pro komunikace IMT spolu se související regulací.",cs
1534,1622,"Necivilní využití přednostně.",,cs
1537,1625,"Rovnoprávné sdílení s necivilním využitím.",,cs
1538,1626,"Využívání pásma je v souladu s 5.348 podmíněno koordinací podle ustanovení 9.11A Řádu. Stanice nesmí požadovat ochranu před stanicemi v pevné službě. Ustanovení 5.43A zde neplatí a na využívání pásma se vztahuje rezoluce 225.","Při plánování využití pásma identifikovaného WRC-07 pro družicovou část IMT se bude přihlížet k ustanovením Řádu.",cs
1539,1627,"Necivilní využití rovnoprávně.",,cs
1541,1629,"Služba pásmo nevyužívá. Využití se nepředpokládá.",,cs
1545,1634,"Necivilní využití podružně.",,cs
1547,1636,"Služba pásmo nevyužívá. Využití se nepředpokládá.",,cs
1548,1637,"Družicové pásmo L. Využívání pásma je v souladu s  5.354 podmíněno koordinací podle ustanovení 9.11A. Při koordinaci podle Sekce II Čl. 9 Řádu se v souladu s 5.353A upřednostní požadavky na spektrum pro tísňové, pilnostní a bezpečnostní komunikace systému GMDSS a ostatní soustavy jim nesmí působit škodlivé rušení ani požadovat před nimi ochranu. Vysílání z družic k terminálům v souladu s 5.208B, 5.351.","Při plánování využití pásma identifikovaného WRC-07 pro družicovou část IMT se bude přihlížet k ustanovením Řádu.",cs
1550,1639,"Sdílení s podružným necivilním využitím.",,cs
1551,1640,"Sdílení s podružným necivilním využitím.",,cs
1552,1641,"Necivilní využití podružně.",,cs
1554,1643,"Družicové pásmo L. Využívání pásma je v souladu s  5.354 podmíněno koordinací podle ustanovení Řádu 9.11A. Při koordinaci stanic postupem podle Sekce II Čl. 9 Řádu se v souladu s 5.353A upřednostní požadavky na spektrum pro tísňové, pilnostní a bezpečnostní komunikace systému GMDSS a ostatní soustavy jim nesmí působit škodlivé rušení ani požadovat před nimi ochranu. Vysílání z družic k terminálům v souladu s 5.208B, 5.351.","Při plánování využití pásma identifikovaného WRC-07 pro družicovou část IMT se bude přihlížet k ustanovením Řádu.",cs
